Classificação;Segmento;Faixas de experiência;Dia da Semana;Dia;Mês;Ano;Hora;Descrição;Estado;Dias Perdidos;Dias Debitados;Reabilitado;Dias Perdidos Corrigidos;Agente Causador;Gravidade;Potencial;Grau de Risco;Compromissos (Regra de Ouro);Evento_Crítico_Target
Quase Acidente;Expansão;Acima de 10 anos;Terça- feira;23;1;2024;20:00 - 21:00 ;O funcionario ao sair do canteiro definitivo retornava para sua residencia  e durante o percurso ao desviar de um cervo que adentrou na via acabou entrando  na valeta de drenagem, tendo o carro tombado de lado. A ocorrencia gerou danos na lataria do carro e não foram constatadas lesoes.;RS;N/A;Não;Não;N/A;Carro - Capotamento;;11;Médio;8 - Veículos e Equipamentos Móveis;Não
Quase Acidente;Transmissão;;Domingo;20;10;2024;10:00 - 11:00;Relato da ocorrência: Empregado terceirizado estava realizando atividade de subida do material, quando houve a queda do bastão berço da linha de mão. A atividade realizada era certificação da Equipe de Reisolamento com a LT desligada. Sem presença de funcionários abaixo da linha de queda.    ;BA;;;;;Ferramenta Manual;;13;Médio;4 - Eletricidade;Não
Quase Acidente;CSC;1 a 3 anos;Sexta-feira;17;1;2025;18:00 - 19:00 ;A van da Eletronorte realizava o transporte dos empregados para suas residências quando um motociclista tentou realizar uma ultrapassagem e colidiu na lateral da van.;PA;0;0;Não;0;;;15;Baixo;8 - Veículos e Equipamentos Móveis;Não
Quase Acidente;Adm;6 meses a 1 ano;Sexta - feira;29;8;2025;11:00 - 12:00;"Durante a realização de levantamento de campo na LT 04V2 CGD/PRS, o TST JPN identificou um enxame de abelhas próximo a estrutura citada, ao tentar fazer um registro fotográfico, as abelhas se agitaram com a presença do TST e investiram contra ele, quando ao tentar se livrar da investida das abelhas, chocou a sua coxa direita em uma torceira de xique-xique, onde teve algumas perfurações dos espinho da planta citada, atingindo sua coxa direita.
";RN;;;;;Animal;;11;Médio;2 - Percepção de Risco;Não
Trajeto sem afastamento;Transmissão;Acima de 10 anos;Segunda - feira;10;2;2025;09:00 - 10:00;Colaborador estava a caminho da empresa como passageiro em moto táxi, quando pela pista molhada da chuva a moto deslizou e levou os dois ao chão.;MA;1;0;Não;0;Queda com diferença de nível;Baixo;11;Médio;8 - Veículos e Equipamentos Móveis;Não
Quase Acidente;Transmissão;1 a 3 anos;Quinta - feira;20;2;2025;12:00- 13:00;Durante a instalação dos dispositivos de acesso o empregado terceirizado encontrava-se posicionado com um pé na pedarola  e outro na gaveta do poste, aproximadamente há dois metros da cruzeta, posicionando escada, quando foi surpreendido por uma pequena parte  do concreto da cruzeta que desprendeu  vindo a atingir o colaborador causando uma lesão superficial no nariz.;RN;;;;;Golpeado por (atingido por objeto em movimento);;11;Médio;2 - Percepção de Risco;Não
Quase Acidente;Geração - Hidráulica;3 a 6 anos;Segunda - feira;3;3;2025;10:00 - 11:00;O colaborador HGF, em folga do trabalho no alojamento da usina, utilizou um veículo da empresa para deslocar-se até uma cidade próxima à usina. No retorno, ao transitar por uma estrada não pavimentada, o colaborador perdeu o controle do veículo, que caiu em uma vala, colidindo lateralmente com um barranco. A ocorrência resultou em danos materiais no veículo, sem causar ferimentos ao colaborador.;MT;;;;;;;11;Médio;8 - Veículos e Equipamentos Móveis;Não
Típico sem afastamento;Transmissão;1 a 3 anos;Quinta - feira;13;3;2025;15:00 - 16:00;Empregado terceirizado ao realizar a atividade de verticalização de TC de 500kV no almoxarifado de Teresina, quando no momento de encaixar o TC na base, sentiu uma pressão no dedo médio da mão direita. Neste momento, ele puxou a mão e identificou um corte no dedo próximo a unha, mesmo utilizando as luvas.;PI;;;;;Atingido entre ou abaixo (esmagado ou amputado);Baixo;10;Médio;2 - Percepção de Risco;Não
Trajeto sem afastamento;CSC;Até 6 meses;Sexta-feira;28;3;2025;06:00 - 07:00;Colaboradora fazia o trajeto residência x trabalho de bicicleta, quando um veículo esbarrou na vítima, vindo a derruba-la na via.;RJ;N/A;N/A;;N/A;Queda mesmo nível;Baixo;11;Médio;8 - Veículos e Equipamentos Móveis;Não
Quase Acidente;CSC;3 a 6 anos;Quarta - feira;21;5;2025;12:00- 13:00;Ao deslocar-se em um povoado, o caminhão que transportava uma empilhadeira puxou alguns cabos de serviço de internet causando seu rompimento. Com isso, uma motocicleta que enroscou-se nestes cabos rompidos veio a cair, além da quada de um poste de iluminação;GO;N/A;N/A;;N/A;;;13;Médio;8 - Veículos e Equipamentos Móveis;Não
Típico sem afastamento;CSC;6 meses a 1 ano;Sexta-feira;23;5;2025;14:00 - 15:00;Ao manusear recipientes contendo substâncias desconhecidas, um deles caiu e derramou, provocando tonturas e náuseas;GO;N/A;N/A;;N/A;Produto ou Substância Química;Baixo;11;Médio;10 - Produtos Químicos Perigosos;Não
Trajeto com afastamento;CSC;Até 6 meses;Segunda - feira;9;6;2025;17:00 - 18:00;Ao retornar para casa, conduzindo sua bicicleta elétrica, um cachorro atravessou sua frente e, neste momento, ao acionar os freios, perdeu equilíbrio e foi projetada ao chão onde bateu com a boca e o joelho do lado direito;RJ;9;0;Não;;Moto - Queda;Baixo;15;Baixo;8 - Veículos e Equipamentos Móveis;Não
Típico sem afastamento;Expansão - Proj. Estrat.;Até 6 meses;Segunda-feira;23;6;2025;10:00 - 11:00;Durante o carregamento de estacas para a confecção de isolamento, o colaborador estava carregando aproximadamente 5 estacas nos ombros quando uma delas se desprendeu e atingiu a região abaixo da panturrilha esquerda.;SP;-;-;Não;-;Golpeado por (atingido por objeto em movimento);Baixo;16;Baixo;11 - Não se Aplica;Não
Típico com afastamento;Expansão;6 meses a 1 ano;Quinta - feira;10;7;2025;14:00 - 15:00;O colaborador realizava a abertura de caixas para conferência de materiais, quando ao abrir a tampa da caixa, ela veio a cair sobre a mão esquerda atingindo o dedo anelar.;MG;75;-;Não;-;Golpeado por (atingido por objeto em movimento);Médio;10;Médio;Outros;Não
Típico sem afastamento;Expansão;1 a 3 anos;Quinta - feira;30;7;2025;15:00 - 16:00;Durante deslocamento do colaborador, Sr. L. C. sobre uma plataforma de madeira, uma tábua do assoalho quebrou, fazendo com que o colaborador desequilibrasse e quase cair.;BA;-;-;Não;-;Escorregou/Desequilibrou;Baixo;15;Baixo;2 - Percepção de Risco;Não
Quase Acidente;CSC;6 a 10 anos;Quinta - feira;31;7;2025;02:00 - 03:00;Na madrugada do dia 31/07/2025, 05 (cinco) meliantes invadiram a instalação SE São Luís II. Na ocasião, começaram a efetuar disparos de arma de fogo em direção aos vigilantes que se encontravam no local. Os vigilantes correram procurando abrigo.;MA;0;0;0;0;;;4;Alto;Outros;Sim
Quase Acidente;CSC;Até 6 meses;Quinta - feira;7;8;2025;08:00 - 09:00;"Durante a atividade de descarregamento da PEMT na SE Santa Cruz II, no momento em que o colaborador terceiro desamarrava o equipamento da prancha, uma das cintas de amarração se soltou bruscamente e atingiu sua mão. Apesar do impacto, não houve ferimento. 
";RN;;;;;Atingido por (pontos agudos ou cortantes);;15;Baixo;2 - Percepção de Risco;Não
Típico com afastamento;CSC;1 a 3 anos;Terça-feira;12;8;2025;11:00 - 12:00;Durante a atividade de roço nos fundos da subestação, funcionário foi ferroado por um maribondo no supercílio do olho direito.;MA;1;0;Não;0;Animal;Baixo;14;Baixo;2 - Percepção de Risco;Não
Trajeto sem afastamento;Transmissão;1 a 3 anos;Sexta - feira;29;8;2025;17:00 - 18:00;"O colaborador da Eletrobras Chesf conduzia uma caminhonete pela BR-324, no sentido Salvador/BA para São Sebastião do Passé/BA. Ao perceber que os veículos à frente estavam reduzindo a velocidade, ele também diminuiu a velocidade do seu veículo, acompanhando o fluxo do trânsito naquele momento.
Contudo, o caminhão que seguia logo atrás não percebeu com antecedência a desaceleração do tráfego. Ao frear bruscamente, acabou colidindo na traseira da caminhonete conduzida pelo colaborador.
Apesar da colisão, não houve impacto com o veículo que estava à frente, pois o colaborador mantinha uma distância segura. Como consequência do acidente, apenas um passageiro relatou dor na região da coluna.";BA;;;Sim;;Carro - Colisão ;Baixo;14;Baixo;8 - Veículos e Equipamentos Móveis;Não
Quase acidente;CSC;1 a 3 anos;Terça - feira;23;9;2025;10:00 - 11:00;Durante corte de grama com trator próximo à sala do transporte, um objeto de madeira foi projetado contra a janela, próximo aos trabalhadores internos à edificação;MG;N/A;N/A;;N/A;;;14;Baixo;7 - Bloqueio e Proteção;Não
Quase Acidente;CSC;3 a 6 anos;Quarta - feira;8;10;2025;10:00 - 11:00;Durante a execução de uma atividade de poda a nível de solo em uma árvore, um trabalhador terceiro pisou em um galho seco com espinhos, o que resultou na perfuração da botina de segurança e atingiu superficialmente a sola do pé.;PE;;;;;Atingido por (pontos agudos ou cortantes);;15;Baixo;2 - Percepção de Risco;Não
Quase Acidente;Expansão - Proj. Estrat.;6 meses a 1 ano;Sábado;1;11;2025;14:00 - 15:00;Durante atividade de recolhimento de lenha para cubagem ao pegar a lenha na área já suprimida, foi surpreendido por um ataque de abelha onde sofreu 05 ferroadas na cabeça, ao se afastar rapidamente do local para se proteger dos insetos, raspou o rosto em uma cerca existe no local, causando leve escoriações na face.;MG;-;-;Não;-;Animal;Baixo;11;Médio;2 - Percepção de Risco;Não
Típico com afastamento;Transmissão;6 a 10 anos;Quarta - feira;25;8;2021;15:00 - 16:00;Contusão na cabeça após impacto de cabo condutor durante o corte na bobina;SP;4;0;Não;4;Atingido por (pontos agudos ou cortantes);Médio;17;Médio;11 - Não se Aplica;Não
Típico com afastamento;Transmissão;10 a 15 anos;Quinta - feira;2;12;2021;12:00- 13:00;Esmagamento de dedo ao recolher escada extensiva após atividades na SE Campina Grande.;PB;10;0;Não;;Ferramenta Manual;Médio;13;Médio;8 - Veículos e Equipamentos Móveis;Não
Típico com afastamento;Transmissão;;Segunda - feira;20;9;2021;11:00 - 12:00;No desenvolvimento da atividade de implantação de rede de cabeamento óptica na zona rural do município de Itapuã do Oeste as margem da rodovia RO 458 KM 15, estado do Rondônia, por volta das 11:00 hora do dia 20/09/2021, o colaborador Leandro Silva de Souza em sua atividade de linheiro na construção da própria rede onde ouve um rompimento de suporte que prendia a cordoalha delétrica e que veio derrubar o colaborador, que por sua vez está com sua escada apoiada na cordoalha no meio do lance, ao cair de costas o colaborador teve seu braço esquerdo quebrado ao apoiar no chão.;RO;10;0;Não;0;Queda com diferença de nível;Médio;14;Baixo;3 - Trabalho em Altura;Não
Trajeto com afastamento;Transmissão;Acima de 10 anos;Domingo;24;10;2021;13:00 - 14:00;Rompimento da distância de segurança e formação de arco elétrico entre o cabo condutor, que estava preso por cordas ao andaime, e a estrutura metálica da chave seccionadora, provocando queimaduras no eletricista Elissandro, o arco elétrico provocou também queimaduras no eletricista Sidimar, que estava sobre o andaime, próximo ao Elissandro. Como estava ao solo, a eletricista Gilvania sofreu queda ao mesmo nível, entretanto não foi atingida pelo arco elétrico.;RO;7;0;Não;0;Queda mesmo nível;Baixo;4;Alto;4 - Eletricidade;Sim
Trajeto sem afastamento;Transmissão;6 a 10 anos;Sexta-feira;10;12;2021;09:00 - 10:00;Acidente automobilístico ao ir para o trabalho.;RJ;0;0;Não;0;Golpeado por (atingido por objeto em movimento);Baixo;21;Baixo;11 - Não se Aplica;Não
Típico com afastamento;Expansão;6 meses a 1 ano;Quinta - feira;11;8;2022;10:00 - 11:00;Torção do joelho direito durante transporte manual de um mourão;SP;2;0;Não;2;Outros;Baixo;17;Médio;11 - Não se Aplica;Não
Típico com afastamento;Adm;;Quarta - feira;30;11;2022;16:00 - 17:00;Queda de veículo ao descarregar material, sofrendo corte por cerâmica quebrada.;BA;14;0;Não;;Queda com diferença de nível;Médio;4;Alto;8 - Veículos e Equipamentos Móveis;Sim
Típico com afastamento;Transmissão;Acima de 10 anos;Quarta - feira;13;4;2022;15:00 - 16:00;Durante escalada em torre de linha de transmissão, o empregado teve um entorse muscular no braço;MA;256;0;Não;0;Outros;Baixo;14;Baixo;3 - Trabalho em Altura;Não
Típico sem afastamento;Transmissão;Acima de 10 anos;Terça- feira;21;6;2022;13:00 - 14:00;Ferimento na mão esquerda, após manobra com a furadeira.;RJ;0;0;Não;0;Atingido por (pontos agudos ou cortantes);Baixo;21;Baixo;11 - Não se Aplica;Não
Típico com afastamento;Adm;;Sexta-feira;24;6;2022;07:00 - 08:00;No dia 24/06/2022, aproximadamente as 07h 30min, na UPCP (Unidade de Propagação e Conservação de Plantas), ambiente da ELETRONORTE - TUCURUÍ, a funcionária da SCOVAN, JOCEANE PEREIRA DA LUZ, estava indo do refeitório para a área onde e realizado o dialogo de segurança do trabalho, com a equipe da UPCP, a mesma veio a cortar caminho por uma subida de gramado, aonde em um movimento brusco de subida veio a sentir sua panturrilha onde aconteceu a lesão muscular.;PA;1;0;Não;0;Outros;Baixo;22;Baixo;2 - Percepção de Risco;Não
Típico sem afastamento;Geração - Hidráulica;;Sexta-feira;22;7;2022;09:00 - 10:00;Amputação de parte de um dedo por esmagamento em calandra. (torno);BA;0;0;Não;;Atingido entre ou abaixo (esmagado ou amputado);Alto;4;Alto;8 - Veículos e Equipamentos Móveis;Sim
Típico sem afastamento;Transmissão;Acima de 10 anos;Segunda - feira;13;11;2023;15:00 - 16:00;Durante substituição de esferas, o eletricista de LT conectou equivocadamente o talabarte no porta ferramentas, resultando no rompimento deste, ficando sustentado pelo dispositivo de retenção de quedas (talabarte de segurança).;MG;0;0;Não;N/A;Golpeado contra (correndo em direção, tropeçando em);Baixo;14;Baixo;3 - Trabalho em Altura;Não
Típico sem afastamento;Transmissão;Acima de 10 anos;Terça- feira;24;10;2023;13:00 - 14:00;Por volta das 13h50 os empregados L.A (Engº DONNP) e J.T (Téc. DONNP) estavam em deslocamento da instalação CGD para SRD, fim atender uma Manutenção Preventiva (MP) de teleproteção na LT 04F9 SRD/PFE. No km 54 da BR-230, L.A que dirigia o veículo modelo KWID placas QYA-0900, prefixo 130654, perdeu o controle do veículo, saiu da pista e atingiu a vegetação as margens da pista. ;PB;2;0;Sim;2;Carro - Capotamento;Médio;10;Médio;8 - Veículos e Equipamentos Móveis;Não
Típico com afastamento;Geração - Hidráulica;6 meses a 1 ano;Quinta - feira;6;7;2023;09:00 - 10:00;Lesão no rosto ocasionada por projeção de pedra durante atividade de roçagem;MT;1;0;Não;0;Golpeado por (atingido por objeto em movimento);Médio;7;Alto;Outros;Sim
Quase Acidente;Transmissão;10 a 15 anos;Sexta-feira;12;5;2023;17:00 - 18:00;Ao caminhar no pátio 230 kV sobre canaleta, ela quebrou e o empregado caiu.;SE;;NA;Não;;Queda mesmo nível;Baixo;11;Médio;2 - Percepção de Risco;Não
Típico sem afastamento;Adm;Até 6 meses;Sexta-feira;1;12;2023;19:00 - 20:00 ;colaboradora da limpeza da UTE Mauá-3, de empresa terceirizada, ao manipular um galão de água sanitária, passou mal com o forte cheiro, chegando a ter tosse e irritação dos olhos.;AM;;0;Não;0;Produto ou Substância Química;Baixo;11;Médio;10 - Produtos Químicos Perigosos;Não
Típico com afastamento;Transmissão;6 meses a 1 ano;Segunda - feira;3;4;2023;11:00 - 12:00;Corte no polegar enquanto realizava atividades na SE Messias.;AL;3;0;Não;;Atingido por (pontos agudos ou cortantes);Médio;10;Médio;7 - Bloqueio e Proteção;Não
Típico com afastamento;Geração - Hidráulica;1 a 3 anos;Quinta - feira;24;8;2023;14:00 - 15:00;A equipe da empresa terceirizada estava realizando atividades de manutenção na barragem da Usina Apolônio Sales, quando um dos empregados estava colocando seus EPI, estando posicionado na mureta da via junto a lateral dianteira do caminhão Eletrobras Chesf, que estava estacionado e devidamente sinalizado. Um veículo leve, conduzido por um transeunte (ex-Eletrobras Chesf), atingiu a traseira do caminhão. Com o impacto o caminhão deslocou-se e o pneu atingindo o pé do empregado da contratada;BA;14;0;Não;0;Impacto sofrido por pessoa, de objeto projetado;Médio;7;Alto;8 - Veículos e Equipamentos Móveis;Sim
Quase Acidente;Geração - Hidráulica;20 a 25 anos;Segunda - feira;8;5;2023;14:00 - 15:00;Durante deslocamento com veiculo ao parar o carro constatou que o pneu estava rasgado;BA;;NA;Não;;Outros;Baixo;7;Alto;8 - Veículos e Equipamentos Móveis;Sim
